0.005225       0              0              
0.015675       0              0              
0.026125       0              0              
0.036575       0              0              
0.047025       0              0              
0.057475       0              0              
0.067925       0              0              
0.078375       0              0              
0.088825       0              0              
0.099275       0              0              
0.109725       0              0              
0.120175       0              0              
0.130625       0              0              
0.141075       0              0              
0.151525       0              0              
0.161975       0              0              
0.172425       0              0              
0.182875       0              0              
0.193325       0              0              
0.203775       0              0              
0.214225       0              0              
0.224675       0              0              
0.235125       0              0              
0.245575       0              0              
0.256025       0              0              
0.266475       0              0              
0.276925       0              0              
0.287375       0              0              
0.297825       0              0              
0.308275       0              0              
0.318725       0              0              
0.329175       0              0              
0.339625       0              0              
0.350075       4.78469e-06    4.78469e-06    
0.360525       0              0              
0.370975       0              0              
0.381425       0              0              
0.391875       4.78469e-06    4.78469e-06    
0.402325       4.78469e-06    4.78469e-06    
0.412775       0              0              
0.423225       4.78469e-06    4.78469e-06    
0.433675       9.56938e-06    6.76657e-06    
0.444125       4.78469e-06    4.78469e-06    
0.454575       4.78469e-06    4.78469e-06    
0.465025       0              0              
0.475475       9.56938e-06    6.76657e-06    
0.485925       0              0              
0.496375       4.78469e-06    4.78469e-06    
0.506825       2.39234e-05    1.06989e-05    
0.517275       0              0              
0.527725       0              0              
0.538175       0              0              
0.548625       1.43541e-05    8.28732e-06    
0.559075       4.78469e-06    4.78469e-06    
0.569525       1.43541e-05    8.28732e-06    
0.579975       0              0              
0.590425       4.78469e-06    4.78469e-06    
0.600875       1.43541e-05    8.28732e-06    
0.611325       1.43541e-05    8.28732e-06    
0.621775       1.43541e-05    8.28732e-06    
0.632225       4.78469e-06    4.78469e-06    
0.642675       0              0              
0.653125       4.78469e-06    4.78469e-06    
0.663575       0              0              
0.674025       0              0              
0.684475       4.78469e-06    4.78469e-06    
0.694925       9.56938e-06    6.76657e-06    
0.705375       1.91388e-05    9.56938e-06    
0.715825       1.91388e-05    9.56938e-06    
0.726275       9.56938e-06    6.76657e-06    
0.736725       1.43541e-05    8.28732e-06    
0.747175       0              0              
0.757625       1.43541e-05    8.28732e-06    
0.768075       9.56938e-06    6.76657e-06    
0.778525       2.39234e-05    1.06989e-05    
0.788975       1.43541e-05    8.28732e-06    
0.799425       9.56938e-06    6.76657e-06    
0.809875       1.43541e-05    8.28732e-06    
0.820325       2.39234e-05    1.06989e-05    
0.830775       9.56938e-06    6.76657e-06    
0.841225       1.91388e-05    9.56938e-06    
0.851675       1.91388e-05    9.56938e-06    
0.862125       2.87081e-05    1.172e-05      
0.872575       2.39234e-05    1.06989e-05    
0.883025       1.43541e-05    8.28732e-06    
0.893475       2.87081e-05    1.172e-05      
0.903925       1.43541e-05    8.28732e-06    
0.914375       2.39234e-05    1.06989e-05    
0.924825       4.30622e-05    1.43541e-05    
0.935275       3.34928e-05    1.26591e-05    
0.945725       2.87081e-05    1.172e-05      
0.956175       5.26316e-05    1.5869e-05     
0.966625       9.56938e-06    6.76657e-06    
0.977075       2.39234e-05    1.06989e-05    
0.987525       2.87081e-05    1.172e-05      
0.997975       1.43541e-05    8.28732e-06    
1.00842        3.82775e-05    1.35331e-05    
1.01887        1.91388e-05    9.56938e-06    
1.02933        2.39234e-05    1.06989e-05    
1.03977        5.74163e-05    1.65746e-05    
1.05022        2.87081e-05    1.172e-05      
1.06068        3.82775e-05    1.35331e-05    
1.07112        2.87081e-05    1.172e-05      
1.08157        3.34928e-05    1.26591e-05    
1.09203        1.43541e-05    8.28732e-06    
1.10247        3.34928e-05    1.26591e-05    
